,Country,Year,Index,Rank,Regional Indicator,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect
347,Georgia,2016,4.252,126,Commonwealth of Independent States,4.448386192,9.469911575,0.533412278,64.32499695,0.606468379,-0.252358049,0.560924053,0.474852562,0.223224476
348,Georgia,2017,4.286,125,Commonwealth of Independent States,4.45077467,9.517067909,0.590495169,64.44999695,0.820908785,-0.247112513,0.589631975,0.495819479,0.209639609
349,Georgia,2018,4.34,128,Commonwealth of Independent States,4.659097195,9.564751625,0.617218554,64.57499695,0.7751441,-0.235978231,0.754853785,0.479062021,0.243778914
350,Georgia,2019,4.519,119,Commonwealth of Independent States,4.89183569,9.615089417,0.674976051,64.69999695,0.81053412,-0.262911677,0.647223175,0.502834857,0.243710026
351,Georgia,2020,4.673,117,Commonwealth of Independent States,5.123143196,9.54440403,0.71834594,64.82499695,0.764352381,-0.22259675,0.582734704,0.572584391,0.294512063
352,Georgia,2021,4.891,108,Commonwealth of Independent States,4.911273479,9.647734642,0.670689464,64.94999695,0.777061343,-0.287350744,0.723406911,0.509632826,0.240043506
353,Georgia,2022,4.973,105,Commonwealth of Independent States,5.292755127,9.746482849,0.754490972,65.07499695,0.820903182,-0.252852231,0.65517211,0.50332123,0.233324438
354,Germany,2013,6.672,26,Western Europe,6.965125084,10.81886101,0.931420565,70.05999756,0.894312978,0.019869423,0.56579423,0.693133771,0.204995915
355,Germany,2015,6.75,26,Western Europe,7.037137508,10.84269905,0.925923228,70.09999847,0.889428854,0.173345014,0.412168294,0.72238481,0.20270516
356,Germany,2016,6.994,16,Western Europe,6.873763084,10.85668278,0.906029284,70.30000305,0.870515049,0.14399913,0.445922136,0.709376156,0.187254936
357,Germany,2017,6.951,16,Western Europe,7.074324608,10.87939453,0.892166078,70.5,0.840727866,0.140681192,0.414021194,0.707113683,0.196434811
358,Germany,2018,6.965,15,Western Europe,7.118364334,10.88615417,0.919763148,70.69999695,0.8768875,0.029869491,0.495673954,0.740174949,0.243214577
359,Germany,2019,6.985,17,Western Europe,7.035472393,10.89440918,0.885667324,70.90000153,0.884751558,0.052630946,0.46225515,0.712461114,0.22617121
360,Germany,2020,7.076,17,Western Europe,7.311897755,10.85592365,0.905080497,71.09999847,0.864356041,-0.066006646,0.424088776,0.698266089,0.205927119
361,Germany,2021,7.155,13,Western Europe,6.754523754,10.88143158,0.86758256,71.30000305,0.778439999,0.075374454,0.417581916,0.70333302,0.251194686
362,Germany,2022,7.034,14,Western Europe,6.608206749,10.89852619,0.915808022,71.5,0.895221889,0.080924116,0.41657716,0.668037117,0.200957254
363,Ghana,2013,5.091,86,Sub-Saharan Africa,4.965053082,8.43598938,0.676289201,55.61999893,0.793793738,-0.067195691,0.880178452,0.660169482,0.210818723
364,Ghana,2015,4.633,114,Sub-Saharan Africa,3.985916138,8.437417984,0.687448561,56.5,0.852016151,-0.039831378,0.94543612,0.674785078,0.265278548
365,Ghana,2016,4.276,124,Sub-Saharan Africa,4.514411449,8.447202682,0.647303164,56.875,0.75116837,0.088198334,0.893955231,0.65892458,0.304909706
366,Ghana,2017,4.12,131,Sub-Saharan Africa,5.481310844,8.503006935,0.669111073,57.25,0.783046365,0.077304445,0.838609993,0.714789271,0.247518942
367,Ghana,2018,4.657,108,Sub-Saharan Africa,5.003693104,8.541934013,0.760716796,57.625,0.816680491,0.060721479,0.846328497,0.715819657,0.250001252
368,Ghana,2019,4.996,98,Sub-Saharan Africa,4.96680975,8.584093094,0.746247828,58.0,0.787447751,0.114406519,0.85666585,0.644655406,0.269940108
369,Ghana,2020,5.148,91,Sub-Saharan Africa,5.31948328,8.568556786,0.642703354,58.375,0.823720038,0.198711425,0.847024918,0.674681187,0.252728432
370,Ghana,2021,5.088,95,Sub-Saharan Africa,4.377950668,8.600658417,0.63272965,58.75,0.730264723,0.108049184,0.887770474,0.58759433,0.295109749
371,Ghana,2022,4.872,111,Sub-Saharan Africa,4.190854549,8.615270615,0.628161311,59.125,0.786439955,0.117221721,0.908888876,0.620285153,0.29150188
372,Greece,2013,5.435,70,Western Europe,4.720251083,10.23318386,0.686650038,70.23999786,0.425966531,-0.27519241,0.941309869,0.570836425,0.482183158
373,Greece,2015,4.857,102,Western Europe,5.622519016,10.24921608,0.834824681,70.40000153,0.531736314,-0.275128067,0.823959649,0.636590421,0.277412534
374,Greece,2016,5.033,99,Western Europe,5.302619457,10.24849224,0.802605867,70.52500153,0.481616855,-0.263096809,0.898470819,0.593827844,0.336207509
375,Greece,2017,5.227,87,Western Europe,5.14824152,10.26133156,0.752899528,70.65000153,0.438300014,-0.292710543,0.87223947,0.51590848,0.332830757
376,Greece,2018,5.358,79,Western Europe,5.40928936,10.27990723,0.793500781,70.77500153,0.564455688,-0.33752656,0.860302389,0.563627839,0.255006582
377,Greece,2019,5.287,82,Western Europe,5.952157497,10.29962921,0.890809536,70.90000153,0.613584101,-0.291155934,0.848003805,0.559758365,0.235946462
378,Greece,2020,5.515,77,Western Europe,5.787615776,10.2074194,0.778536558,71.02500153,0.56461364,-0.244104847,0.764324546,0.629382133,0.321684211
379,Greece,2021,5.723,68,Western Europe,6.104214191,10.2937727,0.85032618,71.15000153,0.574029803,-0.158694386,0.751816869,0.623556495,0.310851872
380,Greece,2022,5.948,58,Western Europe,5.90045929,10.36369228,0.875312984,71.27500153,0.562556148,-0.316424966,0.874286056,0.588629067,0.182714
381,Guatemala,2013,5.965,47,Latin America and Caribbean,5.984601498,8.953396797,0.829650402,60.93999863,0.88400501,0.042180568,0.816769838,0.822216988,0.33252427
382,Guatemala,2015,6.123,43,Latin America and Caribbean,6.464986801,9.002781868,0.822837472,61.5,0.868639767,0.048504479,0.821654916,0.826123118,0.310553789
383,Guatemala,2016,6.324,39,Latin America and Caribbean,6.358916283,9.012626648,0.811235487,61.70000076,0.862675726,0.008661612,0.812030017,0.815476716,0.321357191
384,Guatemala,2017,6.454,29,Latin America and Caribbean,6.325118542,9.026683807,0.826492071,61.90000153,0.914521694,-0.061382823,0.799747884,0.818839788,0.308086157
385,Guatemala,2018,6.382,30,Latin America and Caribbean,6.626591682,9.04418087,0.841107249,62.09999847,0.909538031,-0.013063365,0.765454412,0.827421427,0.262411267
386,Guatemala,2019,6.436,27,Latin America and Caribbean,6.262175083,9.067820549,0.774074376,62.29999924,0.90067631,-0.065429918,0.772577941,0.819660842,0.310789257
387,Guatemala,2022,6.262,39,Latin America and Caribbean,6.150331497,9.115709305,0.806016386,62.90000153,0.856143475,-0.057260394,0.835372388,0.834880233,0.263170809
388,Guinea,2013,3.847,150,Sub-Saharan Africa,3.901793003,7.603590012,0.566866577,51.25999832,0.692736626,0.090458676,0.815481603,0.605540574,0.348057002
389,Guinea,2015,3.656,150,Sub-Saharan Africa,3.504693508,7.627111912,0.578859627,51.5,0.66595304,0.006180016,0.762152016,0.658103645,0.267741233
390,Guinea,2016,3.607,151,Sub-Saharan Africa,3.602854729,7.703959465,0.675447047,51.95000076,0.725685179,-0.056784589,0.802781165,0.676122487,0.374393791
391,Guinea,2017,3.507,149,Sub-Saharan Africa,4.873722553,7.776358128,0.634025574,52.40000153,0.738212824,0.037170898,0.750026226,0.701788723,0.422460884
392,Guinea,2018,3.964,140,Sub-Saharan Africa,5.25222683,7.812669277,0.630433142,52.84999847,0.731157243,0.091018714,0.778393805,0.727270722,0.4404383
393,Guinea,2019,4.534,118,Sub-Saharan Africa,4.76768446,7.84194088,0.655124187,53.29999924,0.691399097,0.095537141,0.755585492,0.669558287,0.473388433
394,Guinea,2020,4.949,102,Sub-Saharan Africa,4.972168446,7.864849091,0.731928527,53.75,0.598107696,0.078447431,0.790462673,0.706352055,0.34602198
395,Guinea,2021,4.984,102,Sub-Saharan Africa,4.944539547,7.878664494,0.627239227,54.20000076,0.676289976,0.160383582,0.783515692,0.671716809,0.450476736
396,Guinea,2022,4.891,109,Sub-Saharan Africa,5.317492962,7.899697304,0.582017422,54.65000153,0.729232073,0.139162883,0.770350397,0.698896885,0.49233669
397,Haiti,2013,4.341,126,Latin America and Caribbean,4.62196207,8.038989067,0.648350894,43.95999908,0.610410035,0.246384412,0.668975711,0.52825129,0.326655537
398,Haiti,2015,4.518,119,Latin America and Caribbean,3.569762468,8.052311897,0.56431967,54.59999847,0.398295492,0.26277858,0.777403951,0.597596824,0.332539678
399,Haiti,2016,4.028,136,Latin America and Caribbean,3.352300167,8.056165695,0.58374244,54.90000153,0.303540409,0.247953057,0.838523149,0.532205284,0.367341012
400,Haiti,2017,3.603,145,Latin America and Caribbean,3.823865652,8.067083359,0.646984994,55.20000076,0.484429151,0.336749077,0.647191584,0.570106566,0.321692765
401,Haiti,2018,3.582,148,Latin America and Caribbean,3.614928007,8.070012093,0.537975907,55.5,0.591468394,0.377203435,0.720444739,0.580672979,0.358720034
402,Honduras,2013,5.142,84,Latin America and Caribbean,4.713358402,8.521371841,0.791960239,61.70000076,0.698400378,-0.028296037,0.867699742,0.794984698,0.283281326
403,Honduras,2015,4.788,105,Latin America and Caribbean,4.845436573,8.552596092,0.772375524,61.29999924,0.534057677,-0.097825289,0.848082721,0.829365373,0.31076616
404,Honduras,2016,4.871,104,Latin America and Caribbean,5.648154736,8.573054314,0.773909986,61.72499847,0.850046694,0.079038411,0.792875171,0.790041089,0.296846688
405,Honduras,2017,5.181,91,Latin America and Caribbean,6.019985676,8.602948189,0.84335494,62.15000153,0.898377419,0.071166404,0.783429444,0.796158135,0.248383343
406,Honduras,2018,5.504,72,Latin America and Caribbean,5.908423901,8.623580933,0.827067018,62.57500076,0.872161686,0.098151118,0.803564787,0.82186228,0.287357897
407,Honduras,2019,5.86,59,Latin America and Caribbean,5.930051327,8.632958412,0.797148347,63.0,0.846190035,0.061670292,0.814962924,0.789050698,0.278882086
408,Honduras,2021,5.919,59,Latin America and Caribbean,6.113636017,8.625540733,0.805980861,63.84999847,0.835045755,0.113522492,0.847225428,0.807722807,0.269214004
409,Honduras,2022,6.022,55,Latin America and Caribbean,5.931803703,8.644883156,0.728614807,64.27500153,0.851199389,0.081259228,0.834249735,0.774555802,0.288929313
410,Hungary,2013,4.775,110,Central and Eastern Europe,4.914466858,10.14004421,0.877318323,66.27999878,0.673728287,-0.116701461,0.911533177,0.646606326,0.306724131
411,Hungary,2015,4.8,104,Central and Eastern Europe,5.34438324,10.22297001,0.858733833,66.59999847,0.557721376,-0.201611146,0.907530308,0.649912417,0.244536385
412,Hungary,2016,5.145,91,Central and Eastern Europe,5.448901653,10.24769211,0.899511576,66.75,0.55395174,-0.190678656,0.924185812,0.589961708,0.24332577
413,Hungary,2017,5.324,75,Central and Eastern Europe,6.065038681,10.29218388,0.876747549,66.90000153,0.661165953,-0.14313136,0.886361301,0.643605471,0.180921271
414,Hungary,2018,5.62,69,Central and Eastern Europe,5.935770988,10.34568596,0.940591395,67.05000305,0.692627072,-0.246664539,0.911277413,0.59467715,0.201082885
415,Hungary,2019,5.758,62,Central and Eastern Europe,6.000259876,10.39357376,0.94651556,67.19999695,0.798041046,-0.198927522,0.883571446,0.652892768,0.180348128
416,Hungary,2020,6.0,53,Central and Eastern Europe,6.038049698,10.34918594,0.943400383,67.34999847,0.77096808,-0.125335947,0.836105108,0.661645353,0.24005194
417,Hungary,2021,5.992,53,Central and Eastern Europe,6.226647854,10.42207718,0.947892129,67.5,0.727489948,-0.044104263,0.831555367,0.668148637,0.191949174
418,Hungary,2022,6.086,51,Central and Eastern Europe,5.861183167,10.48420715,0.937058866,67.65000153,0.775502026,-0.008475153,0.848249376,0.628221273,0.250135899
419,Iceland,2013,7.355,9,Western Europe,7.501394272,10.82314682,0.967144907,71.69999695,0.9232077,0.300540924,0.712598741,0.80226624,0.15627557
420,Iceland,2015,7.561,2,Western Europe,7.498070717,10.86174393,0.980283201,71.90000153,0.94048512,0.295826077,0.638661802,0.794291139,0.179504439
421,Iceland,2016,7.501,3,Western Europe,7.510034561,10.90899277,0.984940052,71.92500305,0.951609552,0.276071131,0.719299555,0.807857871,0.158169165
422,Iceland,2017,7.504,3,Western Europe,7.476213932,10.92663097,0.966752827,71.94999695,0.938783288,0.241254017,0.726845384,0.823209763,0.148160011
423,Iceland,2019,7.554,4,Western Europe,7.532504559,10.94945812,0.981824577,72.0,0.959470093,,0.698707938,0.787222624,0.17770353
424,Iceland,2020,7.504,4,Western Europe,7.575489521,10.86235046,0.983286083,72.02500153,0.948627174,0.153187588,0.64406389,0.808147848,0.171795145
425,Iceland,2021,7.554,4,Western Europe,7.564624786,10.88904572,0.97985822,72.05000305,0.923243344,0.257897198,0.664465606,0.805808485,0.1591032
426,Iceland,2022,7.557,3,Western Europe,7.448794365,10.935112,0.984801114,72.07499695,0.935669005,0.221910581,0.692434132,0.768394172,0.177992821
427,India,2013,4.772,111,South Asia,4.427788734,8.472221375,0.552826345,58.38000107,0.740176618,0.082348563,0.832356334,0.608282983,0.330437362
428,India,2015,4.565,117,South Asia,4.342079163,8.59635067,0.61013329,59.09999847,0.777225256,-0.007034807,0.776434958,0.657200933,0.321829438
429,India,2016,4.404,118,South Asia,4.179177284,8.663831711,0.613529384,59.40000153,0.820068777,0.044032197,0.764722109,0.645889163,0.345681459
430,India,2017,4.315,122,South Asia,4.046111107,8.718020439,0.606767476,59.70000076,0.88585043,-0.043519437,0.780802786,0.578831077,0.317936778
431,India,2018,4.19,133,South Asia,3.818068743,8.769686699,0.638051987,60.0,0.890443385,0.082797803,0.80526334,0.590560198,0.357458085
432,India,2019,4.015,140,South Asia,3.24876976,8.796131134,0.560780764,60.29999924,0.875540316,0.110719964,0.751979411,0.560403168,0.466335624
433,India,2020,3.573,144,South Asia,4.223865509,8.718341827,0.616411507,60.59999847,0.906415939,0.071107663,0.780127108,0.686477244,0.383293122
434,India,2021,3.819,139,South Asia,3.558253765,8.793618202,0.569732904,60.90000153,0.866110921,0.055863027,0.756820023,0.547308445,0.429137886
435,India,2022,3.777,136,South Asia,3.929816246,8.849925041,0.608045101,61.20000076,0.893131018,0.089502126,0.770741999,0.596354604,0.432264358
436,Indonesia,2013,5.348,76,Southeast Asia,5.292237759,9.14868927,0.793760836,61.86000061,0.780690789,0.373507231,0.972668588,0.777257264,0.249146357
437,Indonesia,2015,5.399,74,Southeast Asia,5.04279995,9.22245121,0.809478104,62.29999924,0.779418349,0.468549788,0.945967257,0.796219051,0.274292201
438,Indonesia,2016,5.314,79,Southeast Asia,5.136325359,9.260966301,0.791830599,62.42499924,0.82994163,0.496852249,0.889677405,0.747754455,0.341573596
439,Indonesia,2017,5.262,81,Southeast Asia,5.098401546,9.300356865,0.795589209,62.54999924,0.865026295,0.484791636,0.900416434,0.781277835,0.319171578
440,Indonesia,2018,5.093,96,Southeast Asia,5.340295792,9.341143608,0.809378862,62.67499924,0.879374385,0.508753896,0.867729425,0.7960307,0.295986801
441,Indonesia,2019,5.192,92,Southeast Asia,5.346512794,9.380740166,0.80191803,62.79999924,0.865859151,0.551963031,0.860784769,0.800203919,0.301702797
442,Indonesia,2020,5.286,84,Southeast Asia,4.828147411,9.351469994,0.750896156,62.92499924,0.85332638,0.53159827,0.913812995,0.742214978,0.351377964
443,Indonesia,2021,5.345,82,Southeast Asia,5.43317318,9.380770683,0.816924691,63.04999924,0.884855866,0.54299742,0.845080256,0.798546731,0.27275306
444,Indonesia,2022,5.24,87,Southeast Asia,5.584685802,9.425395966,0.834076643,63.17499924,0.903250694,0.518823147,0.861708522,0.818228722,0.268775225
445,Iran,2013,4.643,115,Middle East and North Africa,5.139579296,9.554883957,0.66370672,65.41999817,0.730214715,0.204345897,0.685038149,0.574902415,0.551839709
446,Iran,2015,4.686,110,Middle East and North Africa,4.749955654,9.547588348,0.572406888,65.69999695,0.780383229,0.166087151,0.698951244,0.548020124,0.519858181
447,Iran,2016,4.813,105,Middle East and North Africa,4.652730942,9.61370945,0.566281199,65.84999847,0.773303747,0.1785748,0.712782621,0.592352271,0.52587682
448,Iran,2017,4.692,108,Middle East and North Africa,4.716783047,9.62663269,0.714232922,66.0,0.730635166,0.212142587,0.714941323,0.589897513,0.438533902
449,Iran,2018,4.707,106,Middle East and North Africa,4.278117657,9.59075737,0.673764706,66.15000153,0.603319883,0.075026356,0.703439772,0.481677294,0.493148893
450,Iran,2019,4.548,117,Middle East and North Africa,5.006145954,9.552820206,0.698293149,66.30000305,0.623282075,0.130693048,0.728306532,0.524720848,0.448525667
451,Iran,2020,4.672,118,Middle East and North Africa,4.864528179,9.577228546,0.757218659,66.44999695,0.599594474,0.13269636,0.70990169,0.504636586,0.470245004
452,Iran,2021,4.721,118,Middle East and North Africa,4.78781414,9.616117477,0.771469533,66.59999847,0.609310269,0.17448397,0.761170328,0.517929852,0.42716375
453,Iran,2022,4.888,110,Middle East and North Africa,4.976995468,9.637630463,0.800070286,66.75,0.570203483,0.211653218,0.766079903,0.521017969,0.465916991
454,Iraq,2013,4.817,105,Middle East and North Africa,4.725017071,9.159455299,0.728285432,60.84000015,,-0.044170126,0.709726155,,0.554278731
455,Iraq,2015,4.677,112,Middle East and North Africa,4.493377209,9.14539814,0.684434831,60.79999924,0.599459946,0.023362417,0.762167156,0.478412598,0.58126694
456,Iraq,2016,4.575,112,Middle East and North Africa,4.412537098,9.249965668,0.718956709,61.27500153,0.666160166,-0.04766788,0.798866451,0.471186787,0.569758058
457,Iraq,2017,4.497,117,Middle East and North Africa,4.462399006,9.208023071,0.695109367,61.75,0.627722025,0.003338003,0.757108808,0.48701793,0.59053874
458,Iraq,2018,4.456,117,Middle East and North Africa,4.8864007,9.209845543,0.763508916,62.22499847,0.597822785,-0.066626176,0.886699617,0.551774025,0.482026786
459,Iraq,2020,4.785,110,Middle East and North Africa,4.78516531,9.096028328,0.707847476,63.17499924,0.700214565,-0.018538702,0.849108756,0.585361362,0.531538904
460,Iraq,2021,4.854,111,Middle East and North Africa,5.093667984,9.100792885,0.730212867,63.65000153,0.594466746,0.007494672,0.900640011,0.577400565,0.474228501
461,Ireland,2013,7.076,18,Western Europe,6.760085106,10.89303303,0.955188334,70.45999908,0.883772016,0.326395363,0.558394194,0.744001567,0.245267823
462,Ireland,2015,6.94,18,Western Europe,6.830125332,11.1773243,0.95294255,70.69999695,0.892276943,0.227723688,0.408756912,0.748266399,0.225349247
463,Ireland,2016,6.907,19,Western Europe,7.04073143,11.18590355,0.958144009,70.80000305,0.874589145,0.170545131,0.398544312,0.744257927,0.211063311
464,Ireland,2017,6.977,15,Western Europe,7.060155392,11.26124382,0.943481982,70.90000153,0.905341148,0.212120265,0.33708474,0.771208107,0.212784126
465,Ireland,2018,6.977,14,Western Europe,6.962335587,11.33068848,0.937862396,71.0,0.861471593,0.139545679,0.362210244,0.753603339,0.213050067
466,Ireland,2019,7.021,16,Western Europe,7.254841328,11.36999321,0.943726361,71.09999847,0.892458677,0.068902165,0.372803569,0.758422494,0.223299861
467,Ireland,2020,7.094,16,Western Europe,7.034930706,11.41971016,0.960311055,71.19999695,0.882098258,0.002064911,0.355632722,0.752608776,0.246447265
468,Ireland,2021,7.085,15,Western Europe,6.827651978,11.53758144,0.849838138,71.30000305,0.846344113,0.132696584,0.360423386,0.732733727,0.245210573
469,Ireland,2022,7.041,13,Western Europe,6.869863987,11.62491417,0.906079292,71.40000153,0.895009518,0.140264258,0.357812256,0.737860203,0.234125689
470,Israel,2013,7.301,11,Middle East and North Africa,7.320563316,10.50332355,0.908515871,71.63999939,0.739001632,0.147166595,0.848537862,0.648566186,0.408576161
471,Israel,2015,7.278,11,Middle East and North Africa,7.07941103,10.52731228,0.864130199,71.80000305,0.752783954,0.104991004,0.789429903,0.65163219,0.256258249
472,Israel,2016,7.267,11,Middle East and North Africa,7.159010887,10.55193233,0.889660776,71.94999695,0.772297323,0.149284899,0.804056585,0.601827323,0.263090223
473,Israel,2017,7.213,11,Middle East and North Africa,7.331036091,10.57442188,0.916440845,72.09999847,0.768076301,0.140927821,0.792652249,0.620967388,0.276443154
474,Israel,2018,7.19,11,Middle East and North Africa,6.92717886,10.59505272,0.90959543,72.25,0.724662304,0.050429799,0.770134807,0.611806214,0.28206256
475,Israel,2019,7.139,13,Middle East and North Africa,7.331779957,10.61668396,0.946010649,72.40000153,0.834491909,0.08013881,0.742867768,0.597811222,0.265891671
476,Israel,2020,7.129,14,Middle East and North Africa,7.194928169,10.58029938,0.959072173,72.55000305,0.831315815,-0.056511819,0.74763906,0.564403653,0.242825732
477,Israel,2021,7.157,12,Middle East and North Africa,7.577528,10.64688206,0.91658324,72.69999695,0.819777012,-0.005923409,0.726003766,0.558294713,0.21654281
478,Israel,2022,7.364,9,Middle East and North Africa,7.662397385,10.69227314,0.95365274,72.84999847,0.774947405,-0.004873357,0.654698849,0.582625329,0.182902023
479,Italy,2013,6.021,45,Western Europe,6.009373665,10.60331535,0.916296065,71.40000153,0.499168754,-0.106092438,0.942639291,0.701823175,0.356616199
480,Italy,2015,5.948,50,Western Europe,5.847683907,10.60281086,0.908986509,71.59999847,0.574765742,-0.068002611,0.912753046,0.646101654,0.329209089
481,Italy,2016,5.977,50,Western Europe,5.95452404,10.61736202,0.927212834,71.67500305,0.623741627,-0.084348761,0.902801216,0.632481337,0.339173585
482,Italy,2017,5.964,48,Western Europe,6.198870182,10.63540173,0.919791222,71.75,0.632843256,-0.038876455,0.866667926,0.612839162,0.322846144
483,Italy,2018,6.0,47,Western Europe,6.516526699,10.64651775,0.912656128,71.82499695,0.650009274,-0.025133574,0.887824833,0.597976208,0.402975351
484,Italy,2019,6.223,36,Western Europe,6.445416927,10.6628685,0.83840245,71.90000153,0.709478855,-0.086302891,0.865528047,0.568893611,0.327960074
485,Italy,2020,6.387,30,Western Europe,6.488356113,10.57298946,0.889824033,71.97499847,0.718155444,-0.154799536,0.844094574,0.613840938,0.311002165
486,Italy,2021,6.483,28,Western Europe,6.4667449,10.64374352,0.885533631,72.05000305,0.702845216,-0.094107211,0.862317502,0.634286821,0.318436861
487,Italy,2022,6.467,31,Western Europe,6.258476734,10.68542004,0.869363606,72.125,0.710519016,0.028278332,0.818708301,0.624130607,0.298130304
488,Ivory Coast,2015,3.655,151,Sub-Saharan Africa,4.445038795,8.377420425,0.703991652,52.5,0.7997455,-0.054536413,0.744249642,0.614115715,0.347228676
489,Ivory Coast,2016,3.916,139,Sub-Saharan Africa,4.542545795,8.420945168,0.617400765,53.07500076,0.768789351,-0.043847896,0.757453382,0.692695022,0.378029406
490,Ivory Coast,2017,4.18,128,Sub-Saharan Africa,5.037734985,8.466096878,0.661375344,53.65000153,0.732097924,-0.111685604,0.770940244,0.662436187,0.35745579
491,Ivory Coast,2018,4.671,107,Sub-Saharan Africa,5.26837492,8.507064819,0.620882571,54.22499847,0.712590039,-0.051243655,0.790966868,0.658914387,0.385631382
492,Ivory Coast,2019,4.944,99,Sub-Saharan Africa,5.392012119,8.542204857,0.67938602,54.79999924,0.735711992,-0.018124701,0.799271226,0.663475573,0.425407171
493,Ivory Coast,2020,5.233,85,Sub-Saharan Africa,5.256503582,8.5367136,0.61310631,55.375,0.769998014,0.015181107,0.776687264,0.655147433,0.33991909
494,Ivory Coast,2021,5.306,85,Sub-Saharan Africa,5.055806637,8.580173492,0.554224849,55.95000076,0.717105269,-0.001522999,0.715896964,0.625795424,0.344690382
495,Ivory Coast,2022,5.235,88,Sub-Saharan Africa,4.84867382,8.611810684,0.536297083,56.52500153,0.713349819,-0.005134096,0.742839873,0.628662169,0.399274439
496,Jamaica,2013,5.374,75,Latin America and Caribbean,5.708886623,9.181799889,0.864943385,66.59999847,0.79319495,-0.025994945,0.930722296,0.694053054,0.31248486
497,Jamaica,2017,5.311,76,Latin America and Caribbean,5.889759064,9.208796501,0.91302985,66.59999847,0.860676348,-0.135354221,0.882796168,0.700021863,0.243399635
498,Jamaica,2019,5.89,56,Latin America and Caribbean,6.309238911,9.234482765,0.877814472,66.59999847,0.890670836,-0.14322944,0.885330021,0.721723378,0.195284143
499,Jamaica,2020,5.89,60,Latin America and Caribbean,5.424990654,9.126757622,0.869553685,66.59999847,0.864777803,-0.149517909,0.836413145,0.712002933,0.266417921
500,Jamaica,2021,6.309,37,Latin America and Caribbean,5.813733578,9.169160843,0.857367575,66.59999847,0.730657279,-0.08164607,0.88274461,0.688595951,0.307878584
501,Jamaica,2022,5.85,63,Latin America and Caribbean,5.87018919,9.198162079,0.868040681,66.59999847,0.874267519,-0.087598979,0.909644067,0.718355298,0.268941343
502,Japan,2013,6.064,43,East Asia,5.959361553,10.58581734,0.923688352,73.36000061,0.821416557,-0.152065113,0.650498211,0.718607485,0.174621537
503,Japan,2015,5.987,46,East Asia,5.879684448,10.6066494,0.922657192,73.59999847,0.831694186,-0.160575897,0.654443085,0.702268898,0.176408634
504,Japan,2016,5.921,53,East Asia,5.954650879,10.61467075,0.899773836,73.72499847,0.836064637,-0.067612827,0.697639346,0.689583302,0.192402646
505,Japan,2017,5.92,51,East Asia,5.910676479,10.63210392,0.881961286,73.84999847,0.849396586,-0.21114184,0.659198642,0.691762567,0.17551218
506,Japan,2018,5.915,54,East Asia,5.793575287,10.6391964,0.886431932,73.97499847,0.77347213,-0.266586483,0.686784506,0.649402797,0.185300156
507,Japan,2019,5.886,58,East Asia,5.908039093,10.63819408,0.877650917,74.09999847,0.806471527,-0.259253263,0.617187858,0.693276763,0.194410384
508,Japan,2020,5.871,62,East Asia,6.117963314,10.59502029,0.887249112,74.22499847,0.806036115,-0.263986945,0.608698547,0.680538237,0.186461002
509,Japan,2021,5.94,56,East Asia,6.091324806,10.61605453,0.895737708,74.34999847,0.801350355,-0.211056769,0.669546723,0.674374282,0.189246044
510,Japan,2022,6.039,54,East Asia,6.178009987,10.6361618,0.898649931,74.47499847,0.788856983,-0.235489145,0.643009663,0.669616878,0.164663047
511,Jordan,2013,5.414,74,Middle East and North Africa,5.171952724,9.353773117,0.840379238,67.23999786,0.692227006,-0.128113568,,0.597289801,0.286033303
512,Jordan,2015,5.192,82,Middle East and North Africa,5.404593468,9.201573372,0.830443859,67.59999847,0.766517043,-0.048336346,,0.616620958,0.305195779
513,Jordan,2016,5.303,80,Middle East and North Africa,5.27128458,9.172960281,0.819944739,67.59999847,0.771350622,-0.039396439,,0.597716808,0.311913371
514,Jordan,2017,5.336,74,Middle East and North Africa,4.808082581,9.172545433,0.814664543,67.59999847,0.766262472,-0.153467461,,0.554431915,0.391505182
515,Jordan,2018,5.161,90,Middle East and North Africa,4.638933659,9.167902946,0.799544334,67.59999847,0.762420297,-0.186799958,,,
516,Jordan,2019,4.906,101,Middle East and North Africa,4.452548027,9.164418221,0.792559683,67.59999847,0.725755811,-0.165087953,,,
517,Jordan,2020,4.633,119,Middle East and North Africa,4.093991756,9.127326012,0.708839893,67.59999847,0.778533459,-0.151103586,,,
518,Jordan,2021,4.395,127,Middle East and North Africa,3.90914917,9.129471779,0.702918172,67.59999847,0.77311343,-0.145580366,0.655549169,0.479504108,0.429252565
519,Jordan,2022,4.152,134,Middle East and North Africa,4.355606556,9.13436985,0.774262011,67.59999847,0.759418666,-0.152944982,0.714584589,0.520557344,0.434516966
520,Kazakhstan,2013,5.671,57,Commonwealth of Independent States,5.835483074,10.07410812,0.889009714,62.20000076,0.781591058,-0.232905626,0.819989383,0.629011273,0.164444029
521,Kazakhstan,2015,5.855,54,Commonwealth of Independent States,5.949995041,10.09783745,0.931349277,63.40000153,0.740132809,-0.040709618,0.713844299,0.682067513,0.173994005
522,Kazakhstan,2016,5.919,54,Commonwealth of Independent States,5.533551693,10.09455681,0.927810669,63.79999924,0.782805562,-0.039769776,0.702016652,0.640658498,0.15541473
